x1,x2,label
0.1592932,-7.117051,1
-2.9024337,0.1779217,0
-2.6003374,-1.7135488,0
1.9692917,-6.1173882,1
-2.3560743,5.6303574,0
-3.2408165,8.205013,0
9.2445745,9.9024077,0
-3.8627458,-1.8660193,0
1.2896451,-6.1020319,1
8.1236365,0.8974044,0
8.4593316,2.1030081,0
0.9597178,-1.7633548,1
9.0597506,-7.4701533,0
4.8700268,1.28685,0
-0.9863692,-6.4826168,1
-6.2518674,9.8709585,0
-9.277809,-0.7640988,0
-4.2131787,-0.991783,0
-1.2918056,-2.0036142,1
1.9940958,-4.1323934,1
2.2620584,-5.9603136,1
6.9076645,3.4804399,0
-9.8792785,6.0107789,0
5.5142822,5.0876352,0
7.5029302,1.9938537,0
1.687892,-6.1204651,1
-2.7079968,-1.6871949,0
7.6984664,-1.103153,0
-0.2846681,7.8280577,0
7.5075391,-8.1163803,1
-8.1784147,-8.1058235,0
-9.4088861,-5.3432253,0
3.8999848,2.5288446,0
1.9093093,7.7107495,0
-9.215502,5.3360466,0
0.0310804,8.8256721,0
6.7125466,-1.3973937,0
0.5990943,3.5805521,0
-2.4517575,-4.307206,1
-1.4015767,-4.4681833,1
0.2424779,9.8535374,0
-4.9569851,-0.9219079,0
9.4060212,-7.2600619,0
-5.0790021,-2.1125952,0
7.7231705,3.2984224,0
3.1707781,-6.7136446,1
5.3298584,8.2446807,0
9.2882085,-7.1730851,0
0.7094712,-8.6908888,1
-6.9952481,5.4804106,0
1.6483055,8.7888077,0
-6.7050523,-2.7680963,0
9.2045591,9.558998,0
0.4980434,-8.8085117,1
5.3507183,-6.158541,1
-9.7367177,-6.2476293,0
-2.9907852,-7.5413668,1
9.0472167,8.6112361,0
2.7976262,2.3889409,0
4.4433779,5.3713228,0
-3.2555229,-3.1824818,0
-9.7291442,8.9019303,0
-6.030293,8.1145576,0
-5.8646338,-4.5842977,0
-9.5652859,-7.8325196,0
8.3154444,-4.457442,0
7.4520756,9.9329308,0
4.3624571,5.6445406,0
7.4051332,-8.4664526,1
3.4748017,-7.607263,1
-1.8448971,-1.0375387,0
5.9083368,2.0653142,0
-0.3905397,-4.0108429,1
-6.6488808,-5.3410139,0
-3.0519605,-8.873874,1
6.8266643,7.1180229,0
2.9359659,4.7378691,0
2.8265898,-0.826718,0
-0.0611771,5.2207852,0
9.3546796,-4.0706926,0
-2.288604,8.9429463,0
4.5487642,-0.5814696,0
5.6040794,9.207774,0
-1.1933459,-0.4910874,0
7.0793475,6.5628624,0
5.7944417,7.8118743,0
4.5903668,1.014278,0
6.3302818,2.9357419,0
1.8144118,5.2522928,0
-7.9542565,2.759874,0
-6.3235625,5.5412384,0
-9.2496201,-5.4776282,0
5.8165512,-2.0795105,0
0.7887446,5.792556,0
1.5211146,-3.2965851,1
7.7433696,-2.4804761,0
-7.5894853,7.6283758,0
2.3612038,8.1818453,0
-6.9127527,0.6053283,0
9.4239774,-5.512106,0
9.7021928,4.4122922,0
5.7472176,-3.6577653,0
-9.996723,9.5188805,0
3.1986924,9.186209,0
8.4671678,-3.8511863,0
9.08195,4.8516958,0
-5.6346885,1.5392055,0
-1.8014476,-8.9075773,1
4.6993785,9.0848672,0
-2.4427295,6.0256751,0
5.7119824,-3.0535219,0
9.0990643,8.0549113,0
8.3474462,-0.4380732,0
-3.4251991,5.7751611,0
-8.4319124,-2.6567036,0
8.7401362,4.8431066,0
-8.4816491,2.4685524,0
-8.2547211,9.592462,0
-0.4892569,-0.2851627,0
1.3879686,-6.6309255,1
-2.9980116,-2.0860525,0
-9.0978405,5.5175443,0
-0.0501675,3.6708884,0
7.2448183,-0.0547783,0
4.4677635,-1.2845609,0
-0.6955369,-9.2324094,1
7.4650416,-0.9545059,0
1.4553802,-7.0271433,1
-2.9634249,-2.4932846,0
0.0401997,-1.5310073,1
-6.7048531,3.881063,0
3.7294178,-5.6538033,1
-6.271178,6.0684283,0
-4.331292,-9.3080304,1
-7.1064709,7.5567714,0
0.1500156,-3.3469375,1
-8.3110647,0.2327308,0
6.8862765,4.8133497,0
-5.7685448,-7.7784878,1
0.4961184,-3.0131624,1
2.9060681,-6.5300747,1
-5.8164826,-3.3719178,0
1.2311979,0.6345112,0
6.3240636,5.7093147,0
-9.5571726,-6.2989871,0
8.8074326,9.2511357,0
-6.0524417,9.838964,0
5.9148112,-1.4447392,0
-4.9358386,5.3480359,0
-5.0353678,-3.7133517,0
8.9664547,9.2150179,0
0.7361992,-5.8065332,1
4.2487007,1.6057474,0
2.2763834,1.6880446,0
3.1306909,0.4874396,0
-0.7782518,-5.0714702,1
-3.0237816,9.8215828,0
-8.8500426,4.398227,0
-8.325764,0.8789054,0
5.2397381,0.9184913,0
-1.2585839,-1.6299127,1
8.4287479,6.5579547,0
8.4669079,-0.556179,0
5.7090926,-5.1676418,0
-6.0647282,-9.4964214,1
-6.8386524,-8.2775327,1
6.224582,5.2672916,0
4.9199613,2.5812485,0
1.998599,5.5895154,0
-7.7060206,4.1260184,0
-1.0676045,-6.7094728,1
-9.1054937,7.5511559,0
5.4600389,-4.0677186,0
-3.7801589,4.5878126,0
6.1000237,9.637339,0
9.7287578,6.2047441,0
2.6145063,-8.631036,1
-5.150397,-9.6464584,1
-8.6075639,-3.2110627,0
-6.6762923,-3.7472766,0
3.9096938,6.0680909,0
0.6816342,-6.2245887,1
-4.3840007,-6.6984999,1
3.7919762,9.6040718,0
8.2853881,-5.5303148,0
2.4853754,-2.8978168,1
-1.9253579,-2.0156979,1
7.9748767,0.4444769,0
-1.4321093,4.620035,0
7.1170305,-9.7717701,1
-6.560704,-0.4189091,0
-9.2794762,-6.7101079,0
-6.010262,-6.332559,1
9.7409659,-2.2435048,0
0.3829172,-2.4604105,1
9.0774739,-6.2381774,0
-6.2068144,4.9910115,0
7.1554547,-9.9667341,1
-6.5827468,8.2092496,0
7.2576166,7.8300657,0
-6.8879327,-9.0813678,1
-0.4335825,-3.3256526,1
1.3090644,-7.3368246,1
3.5802709,3.8714356,0
-2.8077352,-2.5910522,0
-4.4702171,3.5372327,0
-9.2383478,-8.3365679,0
6.619265,-5.1199719,0
-1.9639444,0.1839778,0
-7.7171525,-8.2256508,1
4.547578,-7.4228685,1
-8.7820746,6.6530595,0
-1.0455824,8.3737787,0
-2.810114,-2.6871225,0
-5.3136447,-6.8026892,1
-1.8813214,-7.5820254,1
7.2316318,-1.3538023,0
-1.9766858,-8.4682108,1
9.1626692,4.3090693,0
-3.2227523,-4.5536378,1
5.4357272,5.7556045,0
-0.8644794,-7.8669798,1
3.7803961,9.6095397,0
-4.0323253,3.0637394,0
3.5823502,0.2678031,0
5.9429868,-1.279665,0
-7.6662197,3.0912189,0
-7.8062364,0.7411763,0
-8.0302699,-4.9389205,0
5.5717187,2.9157763,0
8.9263484,-1.9553048,0
0.4605046,-7.5138301,1
-0.5619336,6.7479116,0
8.9940815,-5.1373213,0
9.5919649,-5.5954859,0
-4.0511971,3.815091,0
-2.567712,-1.4038283,0
-0.181497,9.1826389,0
2.5830024,1.3274096,0
-6.2940236,-2.7266985,0
7.496915,-5.3476782,0
2.1130315,-0.636823,0
-9.2145731,3.2262668,0
-8.1725335,3.0015281,0
-2.6051867,-0.0624036,0
8.569638,0.9347913,0
4.7813762,-7.9444003,1
-8.9754298,-2.0131884,0
-0.7158256,-1.8944928,1
-9.1104932,7.976599,0
6.2626497,-2.2854618,0
7.395746,-3.7024195,0
7.8287773,9.9579576,0
5.1538058,-8.1198089,1
3.0920693,7.1553917,0
-9.4991998,-7.2623285,0
5.7226451,9.0294751,0
-8.6003558,-8.9960254,1
4.9300553,4.1453568,0
-6.4016888,-1.3694982,0
9.2662716,1.4129961,0
9.3624829,2.2328171,0
3.1067129,4.9407981,0
-4.9891535,-0.7226796,0
0.5963517,7.4350722,0
5.1882607,-6.8592235,1
3.4637382,-8.6316075,1
5.2020981,1.3892611,0
0.1556408,-3.4944593,1
4.8060948,9.0515269,0
6.5644989,-8.8603504,1
9.2175115,-6.3874967,0
-1.8111687,-5.9344949,1
-6.5584873,8.9223925,0
1.8001747,-0.6508303,0
-4.323078,-8.3481735,1
1.3311445,5.2801333,0
-0.003101,-7.5042131,1
-2.7365594,-1.7904951,0
-7.1921099,-5.1995152,0
-6.4225284,-0.8888834,0
-4.9656651,6.9780721,0
-8.8733736,0.7822704,0
-4.1612598,-9.0064938,1
7.6453715,0.1441063,0
9.6654852,2.786016,0
-5.8168662,5.9132916,0
-1.6939368,0.8901142,0
-6.5382326,-7.825813,1
-4.3696454,-9.3036871,1
-8.6968523,-8.9795381,1
-1.8994842,9.6538319,0
9.0490353,-3.7733519,0
-6.7695009,6.5118801,0
-6.5808302,9.8596037,0
6.6388902,2.2245922,0
-0.8207135,2.9110541,0
-4.9744827,5.9202057,0
-8.6452257,9.941103,0
7.0950309,7.1147468,0
5.1892238,6.5349971,0
1.696519,-2.3168019,1
0.2284839,0.1645648,0
-5.0094403,8.5389969,0
-7.3298597,-4.4717151,0
-8.4623116,-4.0930242,0
8.3486746,2.5193204,0
5.1578394,8.0641112,0
-5.8900935,6.2226496,0
-5.9403144,7.4805085,0
5.2856751,3.0914798,0
-4.1158526,7.1768723,0
-3.3234202,-1.9751932,0
7.2074331,8.2269803,0
6.2537484,3.2509338,0
-1.038834,7.4733668,0
6.9929292,6.4009998,0
8.5090444,3.1714239,0
-0.19121,-8.8978527,1
9.0273511,-2.4594181,0
2.6756148,0.3832138,0
2.1658292,1.8195537,0
-5.1338276,-1.1809981,0
-9.3845091,-2.2280675,0
9.6565897,4.8443189,0
-6.1619821,9.996119,0
8.5307351,2.7833862,0
-8.3524276,5.160251,0
9.9492898,-4.3907679,0
7.2110106,-2.2956431,0
-6.9214936,4.6986344,0
-8.4109765,-7.0174797,0
-1.7362694,7.8566891,0
-3.975438,2.3961522,0
-4.7309013,2.1836809,0
-6.3722996,9.7363966,0
-1.6012689,7.9662878,0
2.2527659,-2.2610095,1
-7.3380547,3.3037342,0
-9.0784916,-6.0455017,0
1.3110095,3.9438143,0
2.1436897,1.7214071,0
-8.3186264,6.9635879,0
3.5838775,-4.4440059,1
-5.1978617,7.5037123,0
-1.2029674,-3.6151758,1
-2.4418116,8.421076,0
9.3425857,-5.9607228,0
4.2684527,8.4871543,0
1.022414,9.6925247,0
-5.3316629,-2.5982303,0
-8.5991212,-3.8887301,0
-8.2671846,-7.2663033,0
8.6268734,-1.9056029,0
-0.9246077,-1.7194051,1
-4.0143396,-8.2399361,1
7.0211156,9.6095541,0
0.4379311,-0.595496,1
-5.1429673,-5.0971353,0
-6.4637116,1.3887564,0
-0.6781018,-5.8339943,1
-3.5656811,3.5278508,0
-6.591374,0.1986451,0
6.1541903,2.3467775,0
-1.8994793,-5.9588985,1
6.1051525,-5.9987726,0
6.7373985,7.9759504,0
-4.0320138,8.844948,0
7.6882489,3.6538248,0
-9.4070868,5.5436629,0
-1.793074,-7.5739173,1
5.4110312,5.9932294,0
-8.2597915,-8.0428985,0
-4.6914571,-4.4406335,0
0.2448935,-0.9234931,1
-3.1320151,3.1698776,0
-5.5024957,7.0140012,0
-5.5732441,-8.8188505,1
-4.4804906,-8.1140473,1
-6.3620763,9.3825499,0
-5.1096639,-5.4407159,1
7.1472603,-5.5309819,0
0.4657699,6.5089589,0
-8.6655068,5.1050013,0
-5.6620303,9.3488589,0
-7.5377477,-5.3258629,0
8.696961,-1.5516292,0
-0.805117,7.4930545,0
-1.5813417,5.452148,0
-2.3371459,-8.2436605,1
-0.3881541,8.4086442,0
9.8619977,-3.2621767,0
7.7997164,-4.8890741,0
9.5631101,-7.6062134,0
0.8157809,8.2679092,0
-5.3862021,-1.9445698,0
4.0623835,-6.4747966,1
8.0164483,9.8390864,0
2.0058779,-9.5778667,1
-6.676485,9.7518077,0
8.4928217,-7.0892024,0
8.7398878,7.8931,0
9.4515917,5.7689759,0
1.6615726,-5.5797444,1
-0.2974922,-1.8681689,1
0.3741927,-2.1777926,1
7.087923,-1.1462783,0
-4.627001,7.5357444,0
-9.011232,-3.0265925,0
4.6024421,6.9485714,0
0.078464,-5.1381541,1
2.9436915,8.5244473,0
-8.2633985,-2.6600606,0
5.8195681,-2.8755103,0
-4.1750825,-0.4927618,0
-8.8493048,-8.4190961,0
3.2620992,0.2150088,0
4.0164248,-9.4947466,1
7.7758233,-1.8515332,0
-7.9300612,-9.9323293,1
4.3197948,4.5359932,0
2.6811322,7.5188997,0
-9.9441489,-7.8167342,0
-5.6534398,-6.6456364,1
1.2005715,-3.1163941,1
-8.4165069,8.4881503,0
-3.9807637,-5.6691708,1
4.3939374,-7.5204081,1
-1.0311417,3.8245801,0
-5.3817015,7.0085183,0
-4.9538177,-8.4101487,1
1.6557728,4.5057094,0
1.3919666,8.919612,0
-5.9454322,2.036286,0
-5.1848941,-9.5395894,1
4.8679939,-1.9520388,0
1.5600083,5.3599729,0
5.4877244,-4.280079,0
4.3402315,8.5149117,0
9.5143415,9.9002179,0
-0.9784992,3.4484217,0
-8.0434492,-8.4310768,1
-4.7997753,-9.0542361,1
1.0241513,2.8665813,0
-4.7571389,2.8673594,0
-9.6633072,-5.4307023,0
4.5697938,-5.4512142,1
-7.8986738,-0.5632525,0
6.3882456,-5.3085966,0
6.6442021,-9.299754,1
6.5891011,-4.9392326,0
-7.658001,9.9367217,0
-6.9898004,7.8337382,0
6.9759733,-6.7023968,0
4.5547761,8.6496283,0
2.6900465,6.9386853,0
8.9068828,0.4357092,0
-7.5917824,-9.1564417,1
-0.4353317,-4.7381641,1
8.4733102,5.2988562,0
9.4745554,5.3550266,0
2.9484587,6.1243493,0
-9.926941,-6.586648,0
-9.486985,4.8314973,0
-4.4999238,-3.8191378,0
-9.2786586,-1.5315555,0
-2.5085234,1.71178,0
-5.4914651,-4.5789104,0
-8.104439,-9.5951662,1
-1.590351,-9.2614121,1
3.4696126,-0.6149262,0
9.6215573,-2.5305527,0
-0.7211547,0.4996106,0
0.4996889,5.3141159,0
-9.309754,-9.2081144,0
-2.8636012,-1.33996,0
8.8417804,0.5906686,0
7.2091666,1.6038002,0
-6.4605602,4.8492901,0
4.6451948,-2.6649001,0
-9.9358108,6.5697908,0
5.4798027,-6.8318891,1
6.2636796,-5.1738373,0
-3.2475345,4.8380515,0
-4.3346468,1.6933492,0
5.2717842,-5.2174755,0
-8.1732376,-5.1482858,0
-5.1805641,1.5096667,0
3.8022237,-2.9283028,0
-1.0443397,9.2526853,0
-4.3514576,-4.0949687,0
-7.7966863,9.0817024,0
-7.2275219,1.1282765,0
-8.9242975,-5.6193384,0
-9.8844849,-9.3731024,0
1.7833856,-8.1982659,1
4.7914266,-8.8177966,1
6.5094122,-7.5269164,1
2.8705224,-8.2112758,1
-9.8328002,6.0288892,0
0.1188993,3.3412116,0
-6.1459671,-1.0534166,0
7.9461193,-4.3532592,0
6.912467,0.0602271,0
7.1941241,-7.566073,1
-9.0235171,7.0634237,0
-7.9784336,4.9874606,0
7.3710356,1.1143087,0
6.1928412,9.4479116,0
-0.3970846,4.1058777,0
3.2739356,-3.193796,0
3.5773756,0.6898322,0
4.9977158,5.101399,0
9.8818346,-8.9872495,0
-1.9942041,-4.37316,1
4.2151556,0.3047251,0
-1.6815,3.34789,0
-5.5055539,-5.5984222,1
-5.1962262,-1.2821083,0
1.0516544,3.3422127,0
-4.6602284,-7.9217842,1
1.7844266,-1.371002,0
-6.5069369,0.3975417,0
-7.4099536,1.3255264,0
-2.6427873,-1.9027785,0
5.663691,-5.7112185,1
4.0414801,2.2674596,0
-5.033927,-6.6851819,1
-7.6060848,-3.7555107,0
-1.045683,3.8619643,0
8.9604607,1.4684845,0
-2.6935885,-4.9074506,1
-4.2433708,-4.0680361,0
8.5183862,-0.5249677,0
0.5205981,-4.7279831,1
-7.6021468,-5.4025364,0
-1.5282417,-6.2817748,1
7.864796,-1.6816259,0
-4.6232195,6.3769846,0
1.81169,-0.2143533,0
3.886989,7.8462551,0
-6.4217399,-0.3079108,0
-6.5737281,-6.4385984,0
5.7787876,-4.1246379,0
-4.1589683,-3.1923031,0
-5.0590094,-2.8130588,0
-4.9439103,3.4829371,0
8.5296247,1.9847474,0
-5.5232905,6.2264907,0
6.0548679,0.0427751,0
-3.2540659,-5.749842,1
8.3098531,-6.8470614,0
-1.6191395,8.4391742,0
0.4556283,1.5699568,0
6.5341799,4.0520694,0
-6.0219258,3.9159821,0
-5.2603467,-3.720723,0
0.7758813,7.1846093,0
-9.2553562,-3.9945629,0
5.657205,-7.3829783,1
4.7572513,8.461356,0
9.1442907,6.1287217,0
1.8299146,-0.3352302,0
1.6414257,0.0883218,0
6.8523967,-9.606434,1
6.4071441,5.4935198,0
-9.6285057,-3.6365524,0
3.8273007,-0.6950968,0
0.9194002,-5.6528202,1
8.4555308,6.84356,0
2.658335,-5.565774,1
-5.3338971,-5.5985409,1
-2.1819323,7.4831139,0
-1.1662588,1.8204147,0
-3.1370118,6.5289843,0
-1.7807653,-8.5009876,1
-8.2207124,3.7140087,0
5.0871092,-9.4472173,1
7.0112303,2.7079809,0
1.9965414,-0.7131122,0
-3.8873741,0.5267551,0
-2.8184965,-0.0088536,0
-4.5269541,7.0090883,0
1.8611475,-8.8493886,1
-1.9894421,-7.4873079,1
5.7423898,7.2751422,0
-6.7064211,8.3265622,0
7.1173639,-4.1639797,0
-7.6918889,-5.3470652,0
-1.02083,-7.5412044,1
-3.5857958,2.8556346,0
-1.5494092,9.2679781,0
-9.2965608,1.1899211,0
-0.1350355,9.1065428,0
-5.6027782,8.3772209,0
0.625933,-6.4346384,1
-6.7284927,-8.322137,1
3.9000892,-1.0540266,0
-1.5463183,-1.515811,0
3.5021838,-2.1428476,0
-1.3193322,9.6648603,0
5.0347487,6.9005326,0
-2.8179416,2.7130608,0
8.9136006,0.1217555,0
-4.833342,-0.5369897,0
-4.0678346,0.8577057,0
-1.1272497,-2.4709177,1
7.8917037,8.6422093,0
5.2384654,8.4476964,0
-1.9591827,-7.2256556,1
-5.669933,1.7257437,0
1.4239877,1.6006131,0
-2.7250255,-6.3325528,1
9.1524901,5.1492861,0
-8.2662872,8.5408346,0
0.594607,1.3292431,0
1.5409174,-9.4432624,1
-2.2549923,9.5251697,0
-5.4126047,0.0803445,0
8.7357007,7.322146,0
-8.5324813,2.8708237,0
9.2244063,-2.5875778,0
-8.9011895,9.4866057,0
2.7154417,7.3283223,0
6.4886599,-6.4151862,0
6.6457137,5.854649,0
-9.6337684,5.4250309,0
8.0183581,-7.6044836,0
4.364568,-0.0604945,0
1.2947893,-4.8738789,1
6.9297581,-0.4610414,0
-0.684688,2.0848518,0
4.7120828,1.2479945,0
-7.0734668,1.4012546,0
8.1257106,4.0105636,0
0.6740521,1.2128592,0
-0.9726132,-2.5149979,1
-4.2676263,8.9649526,0
2.4133023,-8.5816032,1
-8.3584033,5.3741231,0
-4.6332596,-1.1197413,0
-6.6995942,9.3571197,0
-6.132059,0.977105,0
6.3822604,-3.0499524,0
0.6124906,-4.1299487,1
7.4674295,-3.5938476,0
5.0737752,-1.1972211,0
6.8303313,-1.1546417,0
