x1,x2,label
9.50557392,7.75774298,0
2.80599443,-0.52969914,1
-4.29389655,-5.04315039,0
-4.81464229,5.91919633,0
-3.0208936,0.55144997,1
2.23494846,5.54935961,0
-5.263174,0.08298512,0
9.3882327,-8.93023538,0
2.93487028,-4.93183651,0
5.22269129,-7.71960463,0
4.31451397,-6.86188955,0
7.4180908,-3.19622878,0
8.26916828,-2.30353449,0
8.10494375,9.71468586,0
1.94960807,-0.41666152,1
-4.82104504,-8.2608911,0
-4.14520383,-5.4175516,0
8.40440877,8.98465078,0
2.72359556,-0.19796761,1
-1.79379063,9.28023142,0
-5.12425383,2.59570225,0
2.65936313,1.23390347,1
5.23479061,-4.42739499,0
-1.68990381,-2.15285548,1
4.37031234,-4.82750548,0
-5.87523573,-9.04660983,0
5.5007051,1.43551338,0
7.04484321,-6.07092532,0
4.99320427,-5.96085563,0
-1.22272287,-4.26686211,1
8.96133236,-9.82497604,0
-7.66433528,-3.02180573,0
2.25923834,4.61286746,0
-0.45579272,6.82868683,0
1.5187331,3.11813171,1
2.97557914,-5.00833782,0
-3.91079591,3.05555679,1
-6.74225092,-1.29886376,0
6.11817679,2.14581209,0
3.08576795,-5.29776425,0
8.57798225,8.81715123,0
-9.49700306,-3.62651053,0
-8.4072716,-3.67244211,0
-7.51173279,-8.39475526,0
2.91607147,-8.7526366,0
1.48478863,5.37057389,0
-3.92261398,-4.40614709,0
6.26604067,-4.10217312,0
-1.30579791,0.81645804,1
6.34856235,3.21253838,0
2.5359774,7.39011175,0
-5.61904038,6.16466365,0
7.7149139,8.41986014,0
-3.23455058,6.73454798,0
-5.44553629,-9.92142451,0
-2.87722481,-2.79510875,1
-7.38123701,-9.8305648,0
6.059124,-3.36934278,0
-5.35473863,8.05259682,0
-0.21506338,-5.14355156,0
1.67071402,-0.63320832,1
7.05998592,1.86414865,0
3.67664979,-8.99566587,0
9.46660291,8.90720169,0
-6.20455868,3.90387446,0
-7.88573353,-6.26007406,0
0.7510837,5.20037973,0
1.99178761,6.91138595,0
-1.71752404,-9.0798061,0
-6.59187217,-4.1700562,0
5.42231692,-2.33478724,0
-3.71700879,1.83556177,1
-8.62106282,5.31392225,0
-4.80315707,1.56054399,0
6.65301342,6.86734608,0
9.87042584,4.49818392,0
3.28021605,-1.85897247,1
-7.19668751,9.07159942,0
2.9211934,-5.43306503,0
9.62989619,-5.87676161,0
-2.07925235,9.2816092,0
0.76587269,8.97937805,0
9.09179054,-4.28956696,0
1.20304523,-8.88914291,0
-4.60983231,-7.16986976,0
-6.83191866,-9.41116011,0
-7.45075141,-6.7357208,0
2.27319759,-2.49651217,1
-3.35775229,9.17483091,0
-4.41868559,-7.28798368,0
-9.1365315,2.73109715,0
-8.01257502,-7.85705274,0
6.99588874,2.34906116,0
-2.78556913,-2.58055871,1
2.50263735,-2.42101363,1
7.59451933,8.60806082,0
6.7501789,-4.34011606,0
7.36219174,0.84017069,0
5.84170434,-9.70891114,0
8.50512761,-1.95791706,0
1.09324782,-5.08272928,0
-4.60852292,-1.00338121,1
4.72441502,3.23258114,0
-4.42853043,2.69841903,0
7.93274094,-2.63512491,0
-2.16674793,5.26028766,0
-8.939134,-4.69063483,0
8.38606624,2.8661598,0
1.61935966,2.89220904,1
-5.03548703,8.10448368,0
4.46982387,-2.49782761,0
1.88574752,7.81381428,0
5.20390252,6.17178566,0
-3.76961781,-7.84997011,0
6.1570259,-1.56945957,0
2.31840065,-7.50108406,0
5.95377649,2.27597413,0
1.64363335,2.0648839,1
-2.57989203,5.93708345,0
5.80598435,-3.80987441,0
-8.49242918,8.9711672,0
